Address:,USB0::0x0957::0x179B::MY58106377::0::INSTR,,Analog Channels,,
,,,0.0047867501143,-0.0180816128849983,
,,,0.0048021502412,-0.00561930239200592,
,,,0.00481755036810001,-0.0305439233779907,
,,,0.004832950495,-0.0180816128849983,
,,,0.00484835062190001,-0.00561930239200592,
,,,0.0048637507488,-0.0180816128849983,
,,,0.0048791508757,-0.00561930239200592,
,,,0.0048945510026,-0.0180816128849983,
,,,0.0049099511295,-0.0180816128849983,
,,,0.0049253512564,-0.0180816128849983,
,,,0.0049407513833,-0.0180816128849983,
,,,0.00495615151020001,-0.0180816128849983,
,,,0.0049715516371,-0.0180816128849983,
,,,0.00498695176400001,-0.0180816128849983,
,,,0.0050023518909,-0.0180816128849983,
,,,0.0050177520178,-0.0180816128849983,
,,,0.0050331521447,-0.0180816128849983,
,,,0.0050485522716,-0.0180816128849983,
,,,0.0050639523985,-0.0180816128849983,
,,,0.0050793525254,-0.0180816128849983,
,,,0.0050947526523,-0.00561930239200592,
,,,0.0051101527792,-0.0180816128849983,
,,,0.00512555290610001,-0.00561930239200592,
,,,0.005140953033,-0.0180816128849983,
,,,0.00515635315990001,-0.0180816128849983,
,,,0.0051717532868,-0.0180816128849983,
,,,0.0051871534137,-0.0180816128849983,
,,,0.0052025535406,-0.0180816128849983,
,,,0.0052179536675,-0.0180816128849983,
,,,0.0052333537944,-0.00561930239200592,
,,,0.0052487539213,-0.0180816128849983,
,,,0.0052641540482,-0.0180816128849983,
,,,0.0052795541751,-0.0180816128849983,
,,,0.00529495430200001,-0.0305439233779907,
,,,0.0053103544289,-0.0180816128849983,
,,,0.00532575455580001,-0.0180816128849983,
,,,0.0053411546827,-0.0180816128849983,
,,,0.0053565548096,-0.0305439233779907,
,,,0.0053719549365,-0.00561930239200592,
,,,0.0053873550634,-0.00561930239200592,
,,,0.0054027551903,-0.0180816128849983,
,,,0.0054181553172,-0.0180816128849983,
,,,0.0054335554441,-0.00561930239200592,
,,,0.005448955571,-0.0305439233779907,
,,,0.00546435569790001,-0.0180816128849983,
,,,0.0054797558248,-0.00561930239200592,
,,,0.00549515595170001,-0.0180816128849983,
,,,0.0055105560786,-0.0180816128849983,
,,,0.0055259562055,-0.0180816128849983,
,,,0.0055413563324,-0.0180816128849983,
,,,0.0055567564593,-0.00561930239200592,
,,,0.0055721565862,-0.00561930239200592,
,,,0.0055875567131,-0.0180816128849983,
,,,0.00560295684000001,-0.0180816128849983,
,,,0.0056183569669,-0.0180816128849983,
,,,0.00563375709380001,-0.0180816128849983,
,,,0.0056491572207,-0.00561930239200592,
,,,0.00566455734760001,-0.0180816128849983,
,,,0.0056799574745,-0.0180816128849983,
,,,0.0056953576014,-0.0180816128849983,
,,,0.0057107577283,-0.0180816128849983,
,,,0.0057261578552,-0.0180816128849983,
,,,0.0057415579821,-0.00561930239200592,
,,,0.005756958109,-0.0180816128849983,
,,,0.00577235823590001,-0.0180816128849983,
,,,0.0057877583628,-0.0180816128849983,
,,,0.00580315848970001,-0.00561930239200592,
,,,0.0058185586166,-0.0180816128849983,
,,,0.0058339587435,-0.0180816128849983,
,,,0.0058493588704,-0.0180816128849983,
,,,0.0058647589973,-0.0180816128849983,
,,,0.0058801591242,-0.0180816128849983,
,,,0.0058955592511,-0.0180816128849983,
,,,0.005910959378,-0.0180816128849983,
,,,0.0059263595049,-0.0180816128849983,
,,,0.00594175963180001,-0.0180816128849983,
,,,0.0059571597587,-0.0180816128849983,
,,,0.00597255988560001,-0.0180816128849983,
,,,0.0059879600125,-0.0180816128849983,
,,,0.0060033601394,-0.0180816128849983,
,,,0.0060187602663,-0.0180816128849983,
,,,0.0060341603932,-0.0180816128849983,
,,,0.0060495605201,-0.0305439233779907,
,,,0.006064960647,-0.0180816128849983,
,,,0.0060803607739,-0.0180816128849983,
,,,0.0060957609008,-0.0180816128849983,
,,,0.00611116102770001,-0.0180816128849983,
,,,0.0061265611546,-0.0180816128849983,
,,,0.00614196128150001,-0.00561930239200592,
,,,0.0061573614084,-0.0180816128849983,
,,,0.0061727615353,-0.0180816128849983,
,,,0.0061881616622,-0.0180816128849983,
,,,0.0062035617891,-0.0180816128849983,
,,,0.006218961916,-0.0180816128849983,
,,,0.0062343620429,-0.0180816128849983,
,,,0.0062497621698,-0.0180816128849983,
,,,0.0062651622967,-0.0180816128849983,
,,,0.00628056242360001,-0.0180816128849983,
,,,0.0062959625505,-0.0180816128849983,
,,,0.00631136267740001,-0.0180816128849983,
,,,0.0063267628043,-0.0180816128849983,
,,,0.0063421629312,-0.0180816128849983,
,,,0.0063575630581,-0.00561930239200592,
,,,0.006372963185,-0.0180816128849983,
,,,0.0063883633119,-0.0180816128849983,
,,,0.0064037634388,-0.00561930239200592,
,,,0.00641916356570001,-0.0180816128849983,
,,,0.0064345636926,-0.0180816128849983,
,,,0.00644996381950001,-0.0180816128849983,
,,,0.0064653639464,-0.00561930239200592,
,,,0.0064807640733,-0.0180816128849983,
,,,0.0064961642002,-0.0180816128849983,
,,,0.0065115643271,-0.00561930239200592,
,,,0.006526964454,-0.0180816128849983,
,,,0.0065423645809,-0.0180816128849983,
,,,0.0065577647078,-0.0180816128849983,
,,,0.0065731648347,-0.0180816128849983,
,,,0.00658856496160001,-0.0180816128849983,
,,,0.0066039650885,-0.00561930239200592,
,,,0.00661936521540001,-0.00561930239200592,
,,,0.0066347653423,-0.0180816128849983,
,,,0.0066501654692,-0.0180816128849983,
,,,0.0066655655961,-0.0180816128849983,
,,,0.006680965723,-0.0180816128849983,
,,,0.0066963658499,-0.0180816128849983,
,,,0.0067117659768,-0.0180816128849983,
,,,0.0067271661037,-0.00561930239200592,
,,,0.0067425662306,-0.00561930239200592,
,,,0.00675796635750001,-0.00561930239200592,
,,,0.0067733664844,-0.0180816128849983,
,,,0.00678876661130001,-0.0180816128849983,
,,,0.0068041667382,-0.0180816128849983,
,,,0.0068195668651,-0.00561930239200592,
,,,0.006834966992,-0.0180816128849983,
,,,0.0068503671189,-0.0180816128849983,
,,,0.0068657672458,-0.0180816128849983,
,,,0.0068811673727,-0.0180816128849983,
,,,0.0068965674996,-0.0180816128849983,
,,,0.0069119676265,-0.0180816128849983,
,,,0.00692736775340001,-0.00561930239200592,
,,,0.0069427678803,-0.0180816128849983,
,,,0.00695816800720001,-0.0180816128849983,
,,,0.0069735681341,-0.0180816128849983,
,,,0.006988968261,-0.0180816128849983,
,,,0.0070043683879,-0.00561930239200592,
,,,0.0070197685148,-0.0180816128849983,
,,,0.0070351686417,-0.0180816128849983,
,,,0.0070505687686,-0.00561930239200592,
,,,0.00706596889550001,-0.0180816128849983,
,,,0.0070813690224,-0.0180816128849983,
,,,0.00709676914930001,-0.0180816128849983,
,,,0.0071121692762,-0.00561930239200592,
,,,0.00712756940310001,-0.0180816128849983,
,,,0.00714296953,-0.0180816128849983,
,,,0.0071583696569,-0.0180816128849983,
,,,0.0071737697838,-0.0180816128849983,
,,,0.0071891699107,-0.0180816128849983,
,,,0.0072045700376,-0.0180816128849983,
,,,0.0072199701645,-0.00561930239200592,
,,,0.00723537029140001,-0.0180816128849983,
,,,0.0072507704183,-0.0180816128849983,
,,,0.00726617054520001,-0.0180816128849983,
,,,0.0072815706721,-0.0180816128849983,
,,,0.007296970799,-0.0180816128849983,
,,,0.0073123709259,-0.00561930239200592,
,,,0.0073277710528,-0.0180816128849983,
,,,0.0073431711797,-0.0180816128849983,
,,,0.0073585713066,-0.00561930239200592,
,,,0.0073739714335,-0.00561930239200592,
,,,0.0073893715604,-0.0180816128849983,
,,,0.00740477168730001,-0.0180816128849983,
,,,0.0074201718142,-0.0180816128849983,
,,,0.00743557194110001,-0.0180816128849983,
,,,0.007450972068,-0.0305439233779907,
,,,0.0074663721949,-0.0180816128849983,
,,,0.0074817723218,-0.0180816128849983,
,,,0.0074971724487,-0.0180816128849983,
,,,0.0075125725756,-0.0180816128849983,
,,,0.0075279727025,-0.0180816128849983,
,,,0.0075433728294,-0.00561930239200592,
,,,0.0075587729563,-0.0180816128849983,
,,,0.00757417308320001,-0.0180816128849983,
,,,0.0075895732101,-0.00561930239200592,
,,,0.00760497333700001,-0.0180816128849983,
,,,0.0076203734639,-0.00561930239200592,
,,,0.0076357735908,-0.0305439233779907,
,,,0.0076511737177,-0.0180816128849983,
,,,0.0076665738446,-0.0180816128849983,
,,,0.0076819739715,-0.0180816128849983,
,,,0.0076973740984,-0.0180816128849983,
,,,0.0077127742253,-0.00561930239200592,
,,,0.0077281743522,-0.0180816128849983,
,,,0.00774357447910001,-0.0180816128849983,
,,,0.007758974606,-0.0180816128849983,
,,,0.00777437473290001,-0.0180816128849983,
,,,0.0077897748598,-0.0180816128849983,
,,,0.0078051749867,-0.0180816128849983,
,,,0.0078205751136,-0.0180816128849983,
,,,0.0078359752405,-0.0180816128849983,
,,,0.0078513753674,-0.0305439233779907,
,,,0.0078667754943,-0.0180816128849983,
,,,0.00788217562120001,-0.0180816128849983,
,,,0.0078975757481,-0.0180816128849983,
,,,0.00791297587500001,-0.00561930239200592,
,,,0.0079283760019,-0.0305439233779907,
,,,0.00794377612880001,-0.0180816128849983,
,,,0.0079591762557,-0.00561930239200592,
,,,0.0079745763826,-0.0180816128849983,
,,,0.0079899765095,-0.0180816128849983,
,,,0.0080053766364,-0.0305439233779907,
,,,0.0080207767633,-0.0180816128849983,
,,,0.0080361768902,-0.0180816128849983,
,,,0.00805157701710001,-0.0180816128849983,
,,,0.008066977144,-0.0180816128849983,
,,,0.00808237727090001,-0.00561930239200592,
,,,0.0080977773978,-0.0180816128849983,
,,,0.0081131775247,-0.0180816128849983,
,,,0.0081285776516,-0.0180816128849983,
,,,0.0081439777785,-0.00561930239200592,
,,,0.0081593779054,-0.0180816128849983,
,,,0.0081747780323,-0.0180816128849983,
,,,0.0081901781592,-0.0180816128849983,
,,,0.0082055782861,-0.0180816128849983,
,,,0.00822097841300001,-0.0180816128849983,
,,,0.0082363785399,-0.0180816128849983,
,,,0.00825177866680001,-0.0180816128849983,
,,,0.0082671787937,-0.00561930239200592,
,,,0.0082825789206,-0.0180816128849983,
,,,0.0082979790475,-0.0180816128849983,
,,,0.0083133791744,-0.0305439233779907,
,,,0.0083287793013,-0.0180816128849983,
,,,0.0083441794282,-0.0180816128849983,
,,,0.0083595795551,-0.0180816128849983,
,,,0.008374979682,-0.00561930239200592,
,,,0.00839037980890001,-0.0180816128849983,
,,,0.0084057799358,-0.00561930239200592,
,,,0.00842118006270001,-0.0180816128849983,
,,,0.0084365801896,-0.00561930239200592,
,,,0.0084519803165,-0.0180816128849983,
,,,0.0084673804434,-0.00561930239200592,
,,,0.0084827805703,-0.0180816128849983,
,,,0.0084981806972,-0.0180816128849983,
,,,0.0085135808241,-0.0180816128849983,
,,,0.00852898095100001,-0.0180816128849983,
,,,0.0085443810779,-0.0180816128849983,
,,,0.00855978120480001,-0.0180816128849983,
,,,0.0085751813317,-0.0180816128849983,
,,,0.00859058145860001,-0.00561930239200592,
,,,0.0086059815855,-0.0180816128849983,
,,,0.0086213817124,-0.0180816128849983,
,,,0.0086367818393,-0.0180816128849983,
,,,0.0086521819662,-0.0180816128849983,
,,,0.0086675820931,-0.0180816128849983,
,,,0.00868298222,-0.0180816128849983,
,,,0.00869838234690001,-0.0305439233779907,
,,,0.0087137824738,-0.0180816128849983,
,,,0.00872918260070001,-0.0180816128849983,
,,,0.0087445827276,-0.0180816128849983,
,,,0.00875998285450001,-0.00561930239200592,
,,,0.0087753829814,-0.00561930239200592,
,,,0.0087907831083,-0.00561930239200592,
,,,0.0088061832352,-0.0180816128849983,
,,,0.0088215833621,-0.0180816128849983,
,,,0.008836983489,-0.00561930239200592,
,,,0.0088523836159,-0.0180816128849983,
,,,0.00886778374280001,-0.0180816128849983,
,,,0.0088831838697,-0.0180816128849983,
,,,0.00889858399660001,-0.0180816128849983,
,,,0.0089139841235,-0.0180816128849983,
,,,0.0089293842504,-0.0180816128849983,
,,,0.0089447843773,-0.00561930239200592,
,,,0.0089601845042,-0.0180816128849983,
,,,0.0089755846311,-0.0305439233779907,
,,,0.008990984758,-0.0180816128849983,
,,,0.0090063848849,-0.0180816128849983,
,,,0.0090217850118,-0.0180816128849983,
,,,0.00903718513870001,-0.00561930239200592,
,,,0.0090525852656,-0.0180816128849983,
,,,0.00906798539250001,-0.00561930239200592,
,,,0.0090833855194,-0.0180816128849983,
,,,0.0090987856463,-0.0180816128849983,
,,,0.0091141857732,-0.0180816128849983,
,,,0.0091295859001,-0.0180816128849983,
,,,0.009144986027,-0.00561930239200592,
,,,0.0091603861539,-0.0180816128849983,
,,,0.0091757862808,-0.00561930239200592,
,,,0.0091911864077,-0.00561930239200592,
,,,0.00920658653460001,-0.0180816128849983,
,,,0.0092219866615,-0.0180816128849983,
,,,0.00923738678840001,-0.00561930239200592,
,,,0.0092527869153,-0.00561930239200592,
,,,0.0092681870422,-0.00561930239200592,
,,,0.0092835871691,-0.00561930239200592,
,,,0.009298987296,-0.00561930239200592,
,,,0.0093143874229,-0.0180816128849983,
,,,0.0093297875498,-0.0180816128849983,
,,,0.00934518767670001,-0.0180816128849983,
,,,0.0093605878036,-0.0180816128849983,
,,,0.00937598793050001,-0.0180816128849983,
,,,0.0093913880574,-0.0180816128849983,
,,,0.00940678818430001,-0.0180816128849983,
,,,0.0094221883112,-0.0180816128849983,
,,,0.0094375884381,-0.00561930239200592,
,,,0.009452988565,-0.00561930239200592,
,,,0.0094683886919,-0.0180816128849983,
,,,0.0094837888188,-0.0180816128849983,
,,,0.0094991889457,-0.0180816128849983,
,,,0.00951458907260001,-0.0180816128849983,
,,,0.0095299891995,-0.0180816128849983,
,,,0.00954538932640001,-0.0180816128849983,
,,,0.0095607894533,-0.00561930239200592,
,,,0.0095761895802,-0.0180816128849983,
,,,0.0095915897071,-0.00561930239200592,
,,,0.009606989834,-0.00561930239200592,
,,,0.0096223899609,-0.00561930239200592,
,,,0.0096377900878,-0.0180816128849983,
,,,0.0096531902147,-0.0180816128849983,
,,,0.0096685903416,-0.00561930239200592,
,,,0.00968399046850001,-0.00561930239200592,
,,,0.0096993905954,-0.0180816128849983,
,,,0.00971479072230001,-0.0180816128849983,
,,,0.0097301908492,-0.00561930239200592,
,,,0.0097455909761,-0.00561930239200592,
,,,0.009760991103,-0.0180816128849983,
,,,0.0097763912299,-0.00561930239200592,
,,,0.0097917913568,-0.00561930239200592,
,,,0.0098071914837,-0.0180816128849983,
,,,0.0098225916106,-0.0180816128849983,
,,,0.0098379917375,-0.00561930239200592,
,,,0.00985339186440001,-0.0180816128849983,
,,,0.0098687919913,-0.00561930239200592,
,,,0.00988419211820001,-0.0180816128849983,
,,,0.0098995922451,-0.00561930239200592,
,,,0.009914992372,-0.0180816128849983,
,,,0.0099303924989,-0.0180816128849983,
,,,0.0099457926258,-0.0180816128849983,
,,,0.0099611927527,-0.0305439233779907,
,,,0.0099765928796,-0.00561930239200592,
,,,0.00999199300650001,-0.0180816128849983,
,,,0.0100073931334,-0.00561930239200592,
,,,0.0100227932603,-0.0180816128849983,
,,,0.0100381933872,-0.0180816128849983,
,,,0.0100535935141,-0.0180816128849983,
,,,0.010068993641,-0.00561930239200592,
,,,0.0100843937679,-0.00561930239200592,
,,,0.0100997938948,-0.0180816128849983,
,,,0.0101151940217,-0.0180816128849983,
,,,0.0101305941486,-0.00561930239200592,
,,,0.0101459942755,-0.0180816128849983,
,,,0.0101613944024,-0.0180816128849983,
,,,0.0101767945293,-0.00561930239200592,
,,,0.0101921946562,-0.0180816128849983,
,,,0.0102075947831,-0.0180816128849983,
,,,0.01022299491,-0.0305439233779907,
,,,0.0102383950369,-0.0305439233779907,
,,,0.0102537951638,-0.0180816128849983,
,,,0.0102691952907,-0.0180816128849983,
,,,0.0102845954176,-0.0180816128849983,
,,,0.0102999955445,-0.0180816128849983,
,,,0.0103153956714,-0.0180816128849983,
,,,0.0103307957983,-0.0180816128849983,
,,,0.0103461959252,-0.0180816128849983,
,,,0.0103615960521,-0.00561930239200592,
,,,0.010376996179,-0.0180816128849983,
,,,0.0103923963059,-0.0180816128849983,
,,,0.0104077964328,-0.0180816128849983,
,,,0.0104231965597,-0.0180816128849983,
,,,0.0104385966866,-0.0180816128849983,
,,,0.0104539968135,-0.0180816128849983,
,,,0.0104693969404,-0.0180816128849983,
,,,0.0104847970673,-0.0180816128849983,
,,,0.0105001971942,-0.0180816128849983,
,,,0.0105155973211,-0.00561930239200592,
,,,0.010530997448,-0.0180816128849983,
,,,0.0105463975749,-0.0180816128849983,
,,,0.0105617977018,-0.0180816128849983,
,,,0.0105771978287,-0.00561930239200592,
,,,0.0105925979556,-0.0180816128849983,
,,,0.0106079980825,-0.0180816128849983,
,,,0.0106233982094,-0.0180816128849983,
,,,0.0106387983363,-0.0180816128849983,
,,,0.0106541984632,-0.0180816128849983,
,,,0.0106695985901,-0.0180816128849983,
,,,0.010684998717,-0.0180816128849983,
,,,0.0107003988439,-0.0180816128849983,
,,,0.0107157989708,-0.0180816128849983,
,,,0.0107311990977,-0.00561930239200592,
,,,0.0107465992246,-0.00561930239200592,
,,,0.0107619993515,-0.0180816128849983,
,,,0.0107773994784,-0.0180816128849983,
,,,0.0107927996053,-0.0180816128849983,
,,,0.0108081997322,-0.0180816128849983,
,,,0.0108235998591,-0.0180816128849983,
,,,0.010838999986,-0.0180816128849983,
,,,0.0108544001129,-0.0180816128849983,
,,,0.0108698002398,-0.0180816128849983,
,,,0.0108852003667,-0.0180816128849983,
,,,0.0109006004936,-0.0180816128849983,
,,,0.0109160006205,-0.0180816128849983,
,,,0.0109314007474,-0.0180816128849983,
,,,0.0109468008743,-0.0180816128849983,
,,,0.0109622010012,-0.0180816128849983,
,,,0.0109776011281,-0.0180816128849983,
,,,0.010993001255,-0.0180816128849983,
,,,0.0110084013819,-0.00561930239200592,
,,,0.0110238015088,-0.00561930239200592,
,,,0.0110392016357,-0.0180816128849983,
,,,0.0110546017626,-0.00561930239200592,
,,,0.0110700018895,-0.0180816128849983,
,,,0.0110854020164,-0.0180816128849983,
,,,0.0111008021433,-0.0180816128849983,
,,,0.0111162022702,-0.00561930239200592,
,,,0.0111316023971,-0.0180816128849983,
,,,0.011147002524,-0.0180816128849983,
,,,0.0111624026509,-0.0180816128849983,
,,,0.0111778027778,-0.00561930239200592,
,,,0.0111932029047,-0.0180816128849983,
,,,0.0112086030316,-0.0305439233779907,
,,,0.0112240031585,-0.0180816128849983,
,,,0.0112394032854,-0.0180816128849983,
,,,0.0112548034123,-0.00561930239200592,
,,,0.0112702035392,-0.0305439233779907,
,,,0.0112856036661,-0.0180816128849983,
,,,0.011301003793,-0.00561930239200592,
,,,0.0113164039199,-0.0180816128849983,
,,,0.0113318040468,-0.0180816128849983,
,,,0.0113472041737,-0.0180816128849983,
,,,0.0113626043006,-0.0180816128849983,
,,,0.0113780044275,-0.0180816128849983,
,,,0.0113934045544,-0.0180816128849983,
,,,0.0114088046813,-0.0180816128849983,
,,,0.0114242048082,-0.0180816128849983,
,,,0.0114396049351,-0.0180816128849983,
,,,0.011455005062,-0.00561930239200592,
,,,0.0114704051889,-0.0180816128849983,
,,,0.0114858053158,-0.00561930239200592,
,,,0.0115012054427,-0.0180816128849983,
,,,0.0115166055696,-0.0180816128849983,
,,,0.0115320056965,-0.0180816128849983,
,,,0.0115474058234,-0.0180816128849983,
,,,0.0115628059503,-0.00561930239200592,
,,,0.0115782060772,-0.00561930239200592,
,,,0.0115936062041,-0.0180816128849983,
,,,0.011609006331,-0.0180816128849983,
,,,0.0116244064579,-0.00561930239200592,
,,,0.0116398065848,-0.00561930239200592,
,,,0.0116552067117,-0.0180816128849983,
,,,0.0116706068386,-0.0180816128849983,
,,,0.0116860069655,-0.0180816128849983,
,,,0.0117014070924,-0.0180816128849983,
,,,0.0117168072193,-0.0180816128849983,
,,,0.0117322073462,-0.0180816128849983,
,,,0.0117476074731,-0.0180816128849983,
,,,0.0117630076,-0.00561930239200592,
,,,0.0117784077269,-0.0180816128849983,
,,,0.0117938078538,-0.0180816128849983,
,,,0.0118092079807,-0.00561930239200592,
,,,0.0118246081076,-0.0180816128849983,
,,,0.0118400082345,-0.0180816128849983,
,,,0.0118554083614,-0.0180816128849983,
,,,0.0118708084883,-0.00561930239200592,
,,,0.0118862086152,-0.0180816128849983,
,,,0.0119016087421,-0.0180816128849983,
,,,0.011917008869,-0.0180816128849983,
,,,0.0119324089959,-0.0180816128849983,
,,,0.0119478091228,-0.0180816128849983,
,,,0.0119632092497,-0.0180816128849983,
,,,0.0119786093766,-0.0180816128849983,
,,,0.0119940095035,-0.0180816128849983,
,,,0.0120094096304,-0.0180816128849983,
,,,0.0120248097573,-0.00561930239200592,
,,,0.0120402098842,-0.0180816128849983,
,,,0.0120556100111,-0.0180816128849983,
,,,0.012071010138,-0.00561930239200592,
,,,0.0120864102649,-0.0180816128849983,
,,,0.0121018103918,-0.0180816128849983,
,,,0.0121172105187,-0.00561930239200592,
,,,0.0121326106456,-0.0180816128849983,
,,,0.0121480107725,-0.0180816128849983,
,,,0.0121634108994,-0.0305439233779907,
,,,0.0121788110263,-0.0180816128849983,
,,,0.0121942111532,-0.0180816128849983,
,,,0.0122096112801,-0.00561930239200592,
,,,0.012225011407,-0.0180816128849983,
,,,0.0122404115339,-0.0180816128849983,
,,,0.0122558116608,-0.00561930239200592,
,,,0.0122712117877,-0.00561930239200592,
,,,0.0122866119146,-0.0180816128849983,
,,,0.0123020120415,-0.00561930239200592,
,,,0.0123174121684,-0.0180816128849983,
,,,0.0123328122953,-0.0180816128849983,
,,,0.0123482124222,-0.0180816128849983,
,,,0.0123636125491,-0.0180816128849983,
,,,0.012379012676,-0.0180816128849983,
,,,0.0123944128029,-0.0180816128849983,
,,,0.0124098129298,-0.0180816128849983,
,,,0.0124252130567,-0.0180816128849983,
,,,0.0124406131836,-0.00561930239200592,
,,,0.0124560133105,-0.0180816128849983,
,,,0.0124714134374,-0.00561930239200592,
,,,0.0124868135643,-0.00561930239200592,
,,,0.0125022136912,-0.0180816128849983,
,,,0.0125176138181,-0.0180816128849983,
,,,0.012533013945,-0.0180816128849983,
,,,0.0125484140719,-0.00561930239200592,
,,,0.0125638141988,-0.0180816128849983,
,,,0.0125792143257,-0.0180816128849983,
,,,0.0125946144526,-0.0180816128849983,
,,,0.0126100145795,-0.0180816128849983,
,,,0.0126254147064,-0.0180816128849983,
,,,0.0126408148333,-0.0180816128849983,
,,,0.0126562149602,-0.00561930239200592,
,,,0.0126716150871,0.00684300810098648,
,,,0.012687015214,-0.0180816128849983,
,,,0.0127024153409,-0.00561930239200592,
,,,0.0127178154678,-0.0305439233779907,
,,,0.0127332155947,-0.0180816128849983,
,,,0.0127486157216,-0.00561930239200592,
,,,0.0127640158485,-0.0305439233779907,
,,,0.0127794159754,-0.0180816128849983,
,,,0.0127948161023,-0.0305439233779907,
,,,0.0128102162292,-0.0180816128849983,
,,,0.0128256163561,-0.0180816128849983,
,,,0.012841016483,-0.00561930239200592,
,,,0.0128564166099,-0.0180816128849983,
,,,0.0128718167368,-0.0180816128849983,
,,,0.0128872168637,-0.0305439233779907,
,,,0.0129026169906,-0.0180816128849983,
,,,0.0129180171175,-0.0180816128849983,
,,,0.0129334172444,-0.0180816128849983,
,,,0.0129488173713,-0.0180816128849983,
,,,0.0129642174982,-0.0180816128849983,
,,,0.0129796176251,-0.00561930239200592,
,,,0.012995017752,-0.0180816128849983,
,,,0.0130104178789,-0.0180816128849983,
,,,0.0130258180058,-0.0180816128849983,
,,,0.0130412181327,-0.0180816128849983,
,,,0.0130566182596,-0.0305439233779907,
,,,0.0130720183865,-0.0180816128849983,
,,,0.0130874185134,-0.0180816128849983,
,,,0.0131028186403,-0.00561930239200592,
,,,0.0131182187672,-0.0180816128849983,
,,,0.0131336188941,-0.0180816128849983,
,,,0.013149019021,-0.0180816128849983,
,,,0.0131644191479,-0.0180816128849983,
,,,0.0131798192748,-0.0180816128849983,
,,,0.0131952194017,-0.0180816128849983,
,,,0.0132106195286,-0.0180816128849983,
,,,0.0132260196555,-0.0180816128849983,
,,,0.0132414197824,-0.00561930239200592,
,,,0.0132568199093,-0.00561930239200592,
,,,0.0132722200362,-0.0180816128849983,
,,,0.0132876201631,-0.0180816128849983,
,,,0.01330302029,-0.00561930239200592,
,,,0.0133184204169,-0.00561930239200592,
,,,0.0133338205438,-0.0180816128849983,
,,,0.0133492206707,-0.0180816128849983,
,,,0.0133646207976,-0.00561930239200592,
,,,0.0133800209245,-0.00561930239200592,
,,,0.0133954210514,-0.00561930239200592,
,,,0.0134108211783,-0.0180816128849983,
,,,0.0134262213052,-0.0180816128849983,
,,,0.0134416214321,-0.0180816128849983,
,,,0.013457021559,-0.0180816128849983,
,,,0.0134724216859,-0.00561930239200592,
,,,0.0134878218128,-0.0180816128849983,
,,,0.0135032219397,-0.0180816128849983,
,,,0.0135186220666,-0.0180816128849983,
,,,0.0135340221935,-0.0305439233779907,
,,,0.0135494223204,-0.0180816128849983,
,,,0.0135648224473,-0.0180816128849983,
,,,0.0135802225742,-0.0180816128849983,
,,,0.0135956227011,-0.0180816128849983,
,,,0.013611022828,-0.0305439233779907,
,,,0.0136264229549,-0.00561930239200592,
,,,0.0136418230818,-0.0180816128849983,
,,,0.0136572232087,-0.00561930239200592,
,,,0.0136726233356,-0.0180816128849983,
,,,0.0136880234625,-0.0180816128849983,
,,,0.0137034235894,-0.0180816128849983,
,,,0.0137188237163,-0.00561930239200592,
,,,0.0137342238432,-0.0180816128849983,
,,,0.0137496239701,-0.00561930239200592,
,,,0.013765024097,-0.0180816128849983,
,,,0.0137804242239,-0.0180816128849983,
,,,0.0137958243508,-0.0180816128849983,
,,,0.0138112244777,-0.0305439233779907,
,,,0.0138266246046,-0.00561930239200592,
,,,0.0138420247315,-0.0180816128849983,
,,,0.0138574248584,-0.0180816128849983,
,,,0.0138728249853,-0.0180816128849983,
,,,0.0138882251122,-0.0180816128849983,
,,,0.0139036252391,-0.0180816128849983,
,,,0.013919025366,-0.0180816128849983,
,,,0.0139344254929,-0.0180816128849983,
,,,0.0139498256198,-0.0180816128849983,
,,,0.0139652257467,-0.0180816128849983,
,,,0.0139806258736,-0.0180816128849983,
,,,0.0139960260005,-0.0180816128849983,
,,,0.0140114261274,-0.00561930239200592,
,,,0.0140268262543,-0.0180816128849983,
,,,0.0140422263812,-0.0180816128849983,
,,,0.0140576265081,-0.00561930239200592,
,,,0.014073026635,-0.0305439233779907,
,,,0.0140884267619,-0.0180816128849983,
,,,0.0141038268888,-0.00561930239200592,
,,,0.0141192270157,-0.0180816128849983,
,,,0.0141346271426,-0.0180816128849983,
,,,0.0141500272695,-0.00561930239200592,
,,,0.0141654273964,-0.0180816128849983,
,,,0.0141808275233,-0.0305439233779907,
,,,0.0141962276502,-0.00561930239200592,
,,,0.0142116277771,-0.0180816128849983,
,,,0.014227027904,-0.0180816128849983,
,,,0.0142424280309,-0.0180816128849983,
,,,0.0142578281578,-0.0180816128849983,
,,,0.0142732282847,-0.0180816128849983,
,,,0.0142886284116,-0.00561930239200592,
,,,0.0143040285385,-0.00561930239200592,
,,,0.0143194286654,-0.0180816128849983,
,,,0.0143348287923,-0.00561930239200592,
,,,0.0143502289192,-0.0180816128849983,
,,,0.0143656290461,-0.0180816128849983,
,,,0.014381029173,-0.00561930239200592,
,,,0.0143964292999,-0.00561930239200592,
,,,0.0144118294268,-0.0180816128849983,
,,,0.0144272295537,-0.0180816128849983,
,,,0.0144426296806,-0.00561930239200592,
,,,0.0144580298075,-0.0180816128849983,
,,,0.0144734299344,-0.0180816128849983,
,,,0.0144888300613,-0.00561930239200592,
,,,0.0145042301882,-0.0180816128849983,
,,,0.0145196303151,-0.00561930239200592,
